sentence,word,tag
57,OF,O
57,A,O
57,PRIVATE,B-TYPE
57,LIMITED,I-TYPE
57,COMPANY,I-TYPE
57,Company,O
57,Number,O
57,69201,B-NUM
57,The,O
57,Registrar,O
57,of,O
57,Companies,O
57,for,O
57,England,O
57,and,O
57,Wales,O
57,",",O
57,hereby,O
57,centifies,O
57,that,O
57,CHOCOLATE,B-ORG
57,BALLOON,I-ORG
57,LIMITED,I-ORG
57,is,O
57,this,O
57,day,O
57,incorporated,O
57,under,O
57,the,O
57,Companies,O
57,Act,O
57,2006,O
57,as,O
57,a,O
57,private,O
57,company,O
57,", ",O
57,that,O
57,the,O
57,company,O
57,is,O
57,limited,O
57,by,O
57, shares,O
57,", ",O
57,and,O
57,the,O
57,situation,O
57,of,O
57,its,O
57,registered,O
57,office,O
57,is,O
57,in,O
57,England,O
57,and,O
57,Wales,O
57,.,O
57,Given,O
57,at,O
57,Companies,O
57,House,O
57,", ",O
57,Cardiff,O
57,", ",O
57,on,O
57,7th,B-DATE
57,November,I-DATE
57,2011,I-DATE
57,The,O
57,above,O
57,information,O
57,wav,O
57,communicated,O
57,by,O
57,electnvnic,O
57,means,O
57,and,O
57,authenticated,O
57,by,O
57,the,O
57,Hegistrar,O
57,of,O
57,Companies,O
57,under,O
57,section,O
57,1115,O
57,of,O
57,the,O
57,Companies,O
57,Act,O
57,2006,O
57,AND,O
57,Companies,O
57,House,O
57,THE,O
57,OFFICIAL,O
57,SEAL,O
57,OF,O
57,THE,O
57,REGISTRAR,O
57,OF,O
57,COMPANIES,O
58,CERTIFICATE,O
58,OF,O
58,INCORPORATION,O
58,OF,O
58,A,O
58,PRIVATE,B-TYPE
58,LIMITED,I-TYPE
58,COMPANY,I-TYPE
58,Company,O
58,Number,O
58,96090,B-NUM
58,The,O
58,Registrar,O
58,of,O
58,Companies,O
58,for,O
58,England,O
58,and,O
58,Wales,O
58,",",O
58,hereby,O
58,centifies,O
58,that,O
58,CINNAMON,B-ORG
58,(UK),I-ORG
58,LIMITED,I-ORG
58,is,O
58,this,O
58,day,O
58,incorporated,O
58,under,O
58,the,O
58,Companies,O
58,Act,O
58,2006,O
58,as,O
58,a,O
58,private,O
58,company,O
58,", ",O
58,that,O
58,the,O
58,company,O
58,is,O
58,limited,O
58,by,O
58, shares,O
58,", ",O
58,and,O
58,the,O
58,situation,O
58,of,O
58,its,O
58,registered,O
58,office,O
58,is,O
58,in,O
58,England,O
58,and,O
58,Wales,O
58,.,O
58,Given,O
58,at,O
58,Companies,O
58,House,O
58,", ",O
58,Cardiff,O
58,", ",O
58,on,O
58,10th,B-DATE
58,April,I-DATE
58,1995,I-DATE
58,The,O
58,above,O
58,information,O
58,wav,O
58,communicated,O
58,by,O
58,electnvnic,O
58,means,O
58,and,O
58,authenticated,O
58,by,O
58,the,O
58,Hegistrar,O
58,of,O
58,Companies,O
58,under,O
58,section,O
58,1115,O
58,of,O
58,the,O
58,Companies,O
58,Act,O
58,2006,O
58,AND,O
58,Companies,O
58,House,O
58,THE,O
58,OFFICIAL,O
58,SEAL,O
58,OF,O
58,THE,O
58,REGISTRAR,O
58,OF,O
58,COMPANIES,O
59,CERTIFICATE,O
59,OF,O
59,INCORPORATION,O
59,OF,O
59,A,O
59,PRIVATE,B-TYPE
59,LIMITED,I-TYPE
59,COMPANY,I-TYPE
59,Company,O
59,Number,O
59,82990,B-NUM
59,The,O
59,Registrar,O
59,of,O
59,Companies,O
59,for,O
59,England,O
59,and,O
59,Wales,O
59,",",O
59,hereby,O
59,centifies,O
59,that,O
59,CLAIRE,B-ORG
59,DERRY,I-ORG
59,LTD,I-ORG
59,is,O
59,this,O
59,day,O
59,incorporated,O
59,under,O
59,the,O
59,Companies,O
59,Act,O
59,2006,O
59,as,O
59,a,O
59,private,O
59,company,O
59,", ",O
59,that,O
59,the,O
59,company,O
59,is,O
59,limited,O
59,by,O
59, shares,O
59,", ",O
59,and,O
59,the,O
59,situation,O
59,of,O
59,its,O
59,registered,O
59,office,O
59,is,O
59,in,O
59,England,O
59,and,O
59,Wales,O
59,.,O
59,Given,O
59,at,O
59,Companies,O
59,House,O
59,", ",O
59,Cardiff,O
59,", ",O
59,on,O
59,18th,B-DATE
59,August,I-DATE
59,2010,I-DATE
59,The,O
59,above,O
59,information,O
59,wav,O
59,communicated,O
59,by,O
59,electnvnic,O
59,means,O
59,and,O
59,authenticated,O
59,by,O
59,the,O
59,Hegistrar,O
59,of,O
59,Companies,O
59,under,O
59,section,O
59,1115,O
59,of,O
59,the,O
59,Companies,O
59,Act,O
59,2006,O
59,AND,O
59,Companies,O
59,House,O
59,THE,O
59,OFFICIAL,O
59,SEAL,O
59,OF,O
59,THE,O
59,REGISTRAR,O
59,OF,O
59,COMPANIES,O
60,CERTIFICATE,O
60,OF,O
60,INCORPORATION,O
60,OF,O
60,A,O
60,PRIVATE,B-TYPE
60,LIMITED,I-TYPE
60,COMPANY,I-TYPE
60,Company,O
60,Number,O
60,56302,B-NUM
60,The,O
60,Registrar,O
60,of,O
60,Companies,O
60,for,O
60,England,O
60,and,O
60,Wales,O
60,",",O
60,hereby,O
60,centifies,O
60,that,O
60,CLEASBY,B-ORG
60,ENTERPRISE,I-ORG
60,LIMITED,I-ORG
60,is,O
60,this,O
60,day,O
60,incorporated,O
60,under,O
60,the,O
60,Companies,O
60,Act,O
60,2006,O
60,as,O
60,a,O
60,private,O
60,company,O
60,", ",O
60,that,O
60,the,O
60,company,O
60,is,O
60,limited,O
60,by,O
60, shares,O
60,", ",O
60,and,O
60,the,O
60,situation,O
60,of,O
60,its,O
60,registered,O
60,office,O
60,is,O
60,in,O
60,England,O
60,and,O
60,Wales,O
60,.,O
60,Given,O
60,at,O
60,Companies,O
60,House,O
60,", ",O
60,Cardiff,O
60,", ",O
60,on,O
60,12th,B-DATE
60,November,I-DATE
60,2015,I-DATE
60,The,O
60,above,O
60,information,O
60,wav,O
60,communicated,O
60,by,O
60,electnvnic,O
60,means,O
60,and,O
60,authenticated,O
60,by,O
60,the,O
60,Hegistrar,O
60,of,O
60,Companies,O
60,under,O
60,section,O
60,1115,O
60,of,O
60,the,O
60,Companies,O
60,Act,O
60,2006,O
60,AND,O
60,Companies,O
60,House,O
60,THE,O
60,OFFICIAL,O
60,SEAL,O
60,OF,O
60,THE,O
60,REGISTRAR,O
60,OF,O
60,COMPANIES,O
61,CERTIFICATE,O
61,OF,O
61,INCORPORATION,O
61,OF,O
61,A,O
61,PRIVATE,B-TYPE
61,LIMITED,I-TYPE
61,COMPANY,I-TYPE
61,Company,O
61,Number,O
61,90040,B-NUM
61,The,O
61,Registrar,O
61,of,O
61,Companies,O
61,for,O
61,England,O
61,and,O
61,Wales,O
61,",",O
61,hereby,O
61,centifies,O
61,that,O
61,CLYDE,B-ORG
61,CREATIVE,I-ORG
61,LTD,I-ORG
61,is,O
61,this,O
61,day,O
61,incorporated,O
61,under,O
61,the,O
61,Companies,O
61,Act,O
61,2006,O
61,as,O
61,a,O
61,private,O
61,company,O
61,", ",O
61,that,O
61,the,O
61,company,O
61,is,O
61,limited,O
61,by,O
61, shares,O
61,", ",O
61,and,O
61,the,O
61,situation,O
61,of,O
61,its,O
61,registered,O
61,office,O
61,is,O
61,in,O
61,England,O
61,and,O
61,Wales,O
61,.,O
61,Given,O
61,at,O
61,Companies,O
61,House,O
61,", ",O
61,Cardiff,O
61,", ",O
61,on,O
61,24th,B-DATE
61,January,I-DATE
61,2013,I-DATE
61,The,O
61,above,O
61,information,O
61,wav,O
61,communicated,O
61,by,O
61,electnvnic,O
61,means,O
61,and,O
61,authenticated,O
61,by,O
61,the,O
61,Hegistrar,O
61,of,O
61,Companies,O
61,under,O
61,section,O
61,1115,O
61,of,O
61,the,O
61,Companies,O
61,Act,O
61,2006,O
61,AND,O
61,Companies,O
61,House,O
61,THE,O
61,OFFICIAL,O
61,SEAL,O
61,OF,O
61,THE,O
61,REGISTRAR,O
61,OF,O
61,COMPANIES,O
62,CERTIFICATE,O
62,OF,O
62,INCORPORATION,O
62,OF,O
62,A,O
62,PRIVATE,B-TYPE
62,LIMITED,I-TYPE
62,COMPANY,I-TYPE
62,Company,O
62,Number,O
62,74909,B-NUM
62,The,O
62,Registrar,O
62,of,O
62,Companies,O
62,for,O
62,England,O
62,and,O
62,Wales,O
62,",",O
62,hereby,O
62,centifies,O
62,that,O
62,COGNITIVE,B-ORG
62,AGILITY,I-ORG
62,LTD,I-ORG
62,is,O
62,this,O
62,day,O
62,incorporated,O
62,under,O
62,the,O
62,Companies,O
62,Act,O
62,2006,O
62,as,O
62,a,O
62,private,O
62,company,O
62,", ",O
62,that,O
62,the,O
62,company,O
62,is,O
62,limited,O
62,by,O
62, shares,O
62,", ",O
62,and,O
62,the,O
62,situation,O
62,of,O
62,its,O
62,registered,O
62,office,O
62,is,O
62,in,O
62,England,O
62,and,O
62,Wales,O
62,.,O
62,Given,O
62,at,O
62,Companies,O
62,House,O
62,", ",O
62,Cardiff,O
62,", ",O
62,on,O
62,5th,B-DATE
62,October,I-DATE
62,2012,I-DATE
62,The,O
62,above,O
62,information,O
62,wav,O
62,communicated,O
62,by,O
62,electnvnic,O
62,means,O
62,and,O
62,authenticated,O
62,by,O
62,the,O
62,Hegistrar,O
62,of,O
62,Companies,O
62,under,O
62,section,O
62,1115,O
62,of,O
62,the,O
62,Companies,O
62,Act,O
62,2006,O
62,AND,O
62,Companies,O
62,House,O
62,THE,O
62,OFFICIAL,O
62,SEAL,O
62,OF,O
62,THE,O
62,REGISTRAR,O
62,OF,O
62,COMPANIES,O
63,CERTIFICATE,O
63,OF,O
63,INCORPORATION,O
63,OF,O
63,A,O
63,PRIVATE,B-TYPE
63,LIMITED,I-TYPE
63,COMPANY,I-TYPE
63,Company,O
63,Number,O
63,82990,B-NUM
63,The,O
63,Registrar,O
63,of,O
63,Companies,O
63,for,O
63,England,O
63,and,O
63,Wales,O
63,",",O
63,hereby,O
63,centifies,O
63,that,O
63,COMMINT,B-ORG
63,UK,I-ORG
63,LIMITED,I-ORG
63,is,O
63,this,O
63,day,O
63,incorporated,O
63,under,O
63,the,O
63,Companies,O
63,Act,O
63,2006,O
63,as,O
63,a,O
63,private,O
63,company,O
63,", ",O
63,that,O
63,the,O
63,company,O
63,is,O
63,limited,O
63,by,O
63, shares,O
63,", ",O
63,and,O
63,the,O
63,situation,O
63,of,O
63,its,O
63,registered,O
63,office,O
63,is,O
63,in,O
63,England,O
63,and,O
63,Wales,O
63,.,O
63,Given,O
63,at,O
63,Companies,O
63,House,O
63,", ",O
63,Cardiff,O
63,", ",O
63,on,O
63,3rd,B-DATE
63,November,I-DATE
63,2015,I-DATE
63,The,O
63,above,O
63,information,O
63,wav,O
63,communicated,O
63,by,O
63,electnvnic,O
63,means,O
63,and,O
63,authenticated,O
63,by,O
63,the,O
63,Hegistrar,O
63,of,O
63,Companies,O
63,under,O
63,section,O
63,1115,O
63,of,O
63,the,O
63,Companies,O
63,Act,O
63,2006,O
63,AND,O
63,Companies,O
63,House,O
63,THE,O
63,OFFICIAL,O
63,SEAL,O
63,OF,O
63,THE,O
63,REGISTRAR,O
63,OF,O
63,COMPANIES,O
64,CERTIFICATE,O
64,OF,O
64,INCORPORATION,O
64,OF,O
64,A,O
64,PRIVATE,B-TYPE
64,LIMITED,I-TYPE
64,COMPANY,I-TYPE
64,Company,O
64,Number,O
64,73110,B-NUM
64,The,O
64,Registrar,O
64,of,O
64,Companies,O
64,for,O
64,England,O
64,and,O
64,Wales,O
64,",",O
64,hereby,O
64,centifies,O
64,that,O
64,CONECTORS,B-ORG
64,LIMITED,I-ORG
64,is,O
64,this,O
64,day,O
64,incorporated,O
64,under,O
64,the,O
64,Companies,O
64,Act,O
64,2006,O
64,as,O
64,a,O
64,private,O
64,company,O
64,", ",O
64,that,O
64,the,O
64,company,O
64,is,O
64,limited,O
64,by,O
64, shares,O
64,", ",O
64,and,O
64,the,O
64,situation,O
64,of,O
64,its,O
64,registered,O
64,office,O
64,is,O
64,in,O
64,England,O
64,and,O
64,Wales,O
64,.,O
64,Given,O
64,at,O
64,Companies,O
64,House,O
64,", ",O
64,Cardiff,O
64,", ",O
64,on,O
64,29th,B-DATE
64,November,I-DATE
64,2016,I-DATE
64,The,O
64,above,O
64,information,O
64,wav,O
64,communicated,O
64,by,O
64,electnvnic,O
64,means,O
64,and,O
64,authenticated,O
64,by,O
64,the,O
64,Hegistrar,O
64,of,O
64,Companies,O
64,under,O
64,section,O
64,1115,O
64,of,O
64,the,O
64,Companies,O
64,Act,O
64,2006,O
64,AND,O
64,Companies,O
64,House,O
64,THE,O
64,OFFICIAL,O
64,SEAL,O
64,OF,O
64,THE,O
64,REGISTRAR,O
64,OF,O
64,COMPANIES,O
65,CERTIFICATE,O
65,OF,O
65,INCORPORATION,O
65,OF,O
65,A,O
65,PRIVATE,B-TYPE
65,LIMITED,I-TYPE
65,COMPANY,I-TYPE
65,Company,O
65,Number,O
65,82990,B-NUM
65,The,O
65,Registrar,O
65,of,O
65,Companies,O
65,for,O
65,England,O
65,and,O
65,Wales,O
65,",",O
65,hereby,O
65,centifies,O
65,that,O
65,CONTROL,B-ORG
65,REALTY,I-ORG
65,LTD,I-ORG
65,is,O
65,this,O
65,day,O
65,incorporated,O
65,under,O
65,the,O
65,Companies,O
65,Act,O
65,2006,O
65,as,O
65,a,O
65,private,O
65,company,O
65,", ",O
65,that,O
65,the,O
65,company,O
65,is,O
65,limited,O
65,by,O
65, shares,O
65,", ",O
65,and,O
65,the,O
65,situation,O
65,of,O
65,its,O
65,registered,O
65,office,O
65,is,O
65,in,O
65,England,O
65,and,O
65,Wales,O
65,.,O
65,Given,O
65,at,O
65,Companies,O
65,House,O
65,", ",O
65,Cardiff,O
65,", ",O
65,on,O
65,14th,B-DATE
65,January,I-DATE
65,2014,I-DATE
65,The,O
65,above,O
65,information,O
65,wav,O
65,communicated,O
65,by,O
65,electnvnic,O
65,means,O
65,and,O
65,authenticated,O
65,by,O
65,the,O
65,Hegistrar,O
65,of,O
65,Companies,O
65,under,O
65,section,O
65,1115,O
65,of,O
65,the,O
65,Companies,O
65,Act,O
65,2006,O
65,AND,O
65,Companies,O
65,House,O
65,THE,O
65,OFFICIAL,O
65,SEAL,O
65,OF,O
65,THE,O
65,REGISTRAR,O
65,OF,O
65,COMPANIES,O
66,CERTIFICATE,O
66,OF,O
66,INCORPORATION,O
66,OF,O
66,A,O
66,PRIVATE,B-TYPE
66,LIMITED,I-TYPE
66,COMPANY,I-TYPE
66,Company,O
66,Number,O
66,81210,B-NUM
66,The,O
66,Registrar,O
66,of,O
66,Companies,O
66,for,O
66,England,O
66,and,O
66,Wales,O
66,",",O
66,hereby,O
66,centifies,O
66,that,O
66,CORPORATE,B-ORG
66,CLEANERS,I-ORG
66,LTD,I-ORG
66,is,O
66,this,O
66,day,O
66,incorporated,O
66,under,O
66,the,O
66,Companies,O
66,Act,O
66,2006,O
66,as,O
66,a,O
66,private,O
66,company,O
66,", ",O
66,that,O
66,the,O
66,company,O
66,is,O
66,limited,O
66,by,O
66, shares,O
66,", ",O
66,and,O
66,the,O
66,situation,O
66,of,O
66,its,O
66,registered,O
66,office,O
66,is,O
66,in,O
66,England,O
66,and,O
66,Wales,O
66,.,O
66,Given,O
66,at,O
66,Companies,O
66,House,O
66,", ",O
66,Cardiff,O
66,", ",O
66,on,O
66,22nd,B-DATE
66,November,I-DATE
66,2010,I-DATE
66,The,O
66,above,O
66,information,O
66,wav,O
66,communicated,O
66,by,O
66,electnvnic,O
66,means,O
66,and,O
66,authenticated,O
66,by,O
66,the,O
66,Hegistrar,O
66,of,O
66,Companies,O
66,under,O
66,section,O
66,1115,O
66,of,O
66,the,O
66,Companies,O
66,Act,O
66,2006,O
66,AND,O
66,Companies,O
66,House,O
66,THE,O
66,OFFICIAL,O
66,SEAL,O
66,OF,O
66,THE,O
66,REGISTRAR,O
66,OF,O
66,COMPANIES,O
67,CERTIFICATE,O
67,OF,O
67,INCORPORATION,O
67,OF,O
67,A,O
67,PRIVATE,B-TYPE
67,LIMITED,I-TYPE
67,COMPANY,I-TYPE
67,Company,O
67,Number,O
67,74990,B-NUM
67,The,O
67,Registrar,O
67,of,O
67,Companies,O
67,for,O
67,England,O
67,and,O
67,Wales,O
67,",",O
67,hereby,O
67,centifies,O
67,that,O
67,COWRAKE,B-ORG
67,DEVELOPMENTS,I-ORG
67,LIMITED,I-ORG
67,is,O
67,this,O
67,day,O
67,incorporated,O
67,under,O
67,the,O
67,Companies,O
67,Act,O
67,2006,O
67,as,O
67,a,O
67,private,O
67,company,O
67,", ",O
67,that,O
67,the,O
67,company,O
67,is,O
67,limited,O
67,by,O
67, shares,O
67,", ",O
67,and,O
67,the,O
67,situation,O
67,of,O
67,its,O
67,registered,O
67,office,O
67,is,O
67,in,O
67,England,O
67,and,O
67,Wales,O
67,.,O
67,Given,O
67,at,O
67,Companies,O
67,House,O
67,", ",O
67,Cardiff,O
67,", ",O
67,on,O
67,18th,B-DATE
67,February,I-DATE
67,2008,I-DATE
67,The,O
67,above,O
67,information,O
67,wav,O
67,communicated,O
67,by,O
67,electnvnic,O
67,means,O
67,and,O
67,authenticated,O
67,by,O
67,the,O
67,Hegistrar,O
67,of,O
67,Companies,O
67,under,O
67,section,O
67,1115,O
67,of,O
67,the,O
67,Companies,O
67,Act,O
67,2006,O
67,AND,O
67,Companies,O
67,House,O
67,THE,O
67,OFFICIAL,O
67,SEAL,O
67,OF,O
67,THE,O
67,REGISTRAR,O
67,OF,O
67,COMPANIES,O
68,CERTIFICATE,O
68,OF,O
68,INCORPORATION,O
68,OF,O
68,A,O
68,PRIVATE,B-TYPE
68,LIMITED,I-TYPE
68,COMPANY,I-TYPE
68,Company,O
68,Number,O
68,85590,B-NUM
68,The,O
68,Registrar,O
68,of,O
68,Companies,O
68,for,O
68,England,O
68,and,O
68,Wales,O
68,",",O
68,hereby,O
68,centifies,O
68,that,O
68,CREATIVE,B-ORG
68,FLAME,I-ORG
68,LIMITED,I-ORG
68,is,O
68,this,O
68,day,O
68,incorporated,O
68,under,O
68,the,O
68,Companies,O
68,Act,O
68,2006,O
68,as,O
68,a,O
68,private,O
68,company,O
68,", ",O
68,that,O
68,the,O
68,company,O
68,is,O
68,limited,O
68,by,O
68, shares,O
68,", ",O
68,and,O
68,the,O
68,situation,O
68,of,O
68,its,O
68,registered,O
68,office,O
68,is,O
68,in,O
68,England,O
68,and,O
68,Wales,O
68,.,O
68,Given,O
68,at,O
68,Companies,O
68,House,O
68,", ",O
68,Cardiff,O
68,", ",O
68,on,O
68,7th,B-DATE
68,January,I-DATE
68,2015,I-DATE
68,The,O
68,above,O
68,information,O
68,wav,O
68,communicated,O
68,by,O
68,electnvnic,O
68,means,O
68,and,O
68,authenticated,O
68,by,O
68,the,O
68,Hegistrar,O
68,of,O
68,Companies,O
68,under,O
68,section,O
68,1115,O
68,of,O
68,the,O
68,Companies,O
68,Act,O
68,2006,O
68,AND,O
68,Companies,O
68,House,O
68,THE,O
68,OFFICIAL,O
68,SEAL,O
68,OF,O
68,THE,O
68,REGISTRAR,O
68,OF,O
68,COMPANIES,O
69,CERTIFICATE,O
69,OF,O
69,INCORPORATION,O
69,OF,O
69,A,O
69,PRIVATE,B-TYPE
69,LIMITED,I-TYPE
69,COMPANY,I-TYPE
69,Company,O
69,Number,O
69,82990,B-NUM
69,The,O
69,Registrar,O
69,of,O
69,Companies,O
69,for,O
69,England,O
69,and,O
69,Wales,O
69,",",O
69,hereby,O
69,centifies,O
69,that,O
69,CROSSWELL,B-ORG
69,MANAGEMENT,I-ORG
69,LIMITED,I-ORG
69,is,O
69,this,O
69,day,O
69,incorporated,O
69,under,O
69,the,O
69,Companies,O
69,Act,O
69,2006,O
69,as,O
69,a,O
69,private,O
69,company,O
69,", ",O
69,that,O
69,the,O
69,company,O
69,is,O
69,limited,O
69,by,O
69, shares,O
69,", ",O
69,and,O
69,the,O
69,situation,O
69,of,O
69,its,O
69,registered,O
69,office,O
69,is,O
69,in,O
69,England,O
69,and,O
69,Wales,O
69,.,O
69,Given,O
69,at,O
69,Companies,O
69,House,O
69,", ",O
69,Cardiff,O
69,", ",O
69,on,O
69,29th,B-DATE
69,March,I-DATE
69,2012,I-DATE
69,The,O
69,above,O
69,information,O
69,wav,O
69,communicated,O
69,by,O
69,electnvnic,O
69,means,O
69,and,O
69,authenticated,O
69,by,O
69,the,O
69,Hegistrar,O
69,of,O
69,Companies,O
69,under,O
69,section,O
69,1115,O
69,of,O
69,the,O
69,Companies,O
69,Act,O
69,2006,O
69,AND,O
69,Companies,O
69,House,O
69,THE,O
69,OFFICIAL,O
69,SEAL,O
69,OF,O
69,THE,O
69,REGISTRAR,O
69,OF,O
69,COMPANIES,O
70,CERTIFICATE,O
70,OF,O
70,INCORPORATION,O
70,OF,O
70,A,O
70,PRIVATE,B-TYPE
70,LIMITED,I-TYPE
70,COMPANY,I-TYPE
70,Company,O
70,Number,O
70,69102,B-NUM
70,The,O
70,Registrar,O
70,of,O
70,Companies,O
70,for,O
70,England,O
70,and,O
70,Wales,O
70,",",O
70,hereby,O
70,centifies,O
70,that,O
70,CULLEN,B-ORG
70,LEGAL,I-ORG
70,LIMITED,I-ORG
70,is,O
70,this,O
70,day,O
70,incorporated,O
70,under,O
70,the,O
70,Companies,O
70,Act,O
70,2006,O
70,as,O
70,a,O
70,private,O
70,company,O
70,", ",O
70,that,O
70,the,O
70,company,O
70,is,O
70,limited,O
70,by,O
70, shares,O
70,", ",O
70,and,O
70,the,O
70,situation,O
70,of,O
70,its,O
70,registered,O
70,office,O
70,is,O
70,in,O
70,England,O
70,and,O
70,Wales,O
70,.,O
70,Given,O
70,at,O
70,Companies,O
70,House,O
70,", ",O
70,Cardiff,O
70,", ",O
70,on,O
70,13th,B-DATE
70,June,I-DATE
70,2013,I-DATE
70,The,O
70,above,O
70,information,O
70,wav,O
70,communicated,O
70,by,O
70,electnvnic,O
70,means,O
70,and,O
70,authenticated,O
70,by,O
70,the,O
70,Hegistrar,O
70,of,O
70,Companies,O
70,under,O
70,section,O
70,1115,O
70,of,O
70,the,O
70,Companies,O
70,Act,O
70,2006,O
70,AND,O
70,Companies,O
70,House,O
70,THE,O
70,OFFICIAL,O
70,SEAL,O
70,OF,O
70,THE,O
70,REGISTRAR,O
70,OF,O
70,COMPANIES,O
71,CERTIFICATE,O
71,OF,O
71,INCORPORATION,O
71,OF,O
71,A,O
71,PRIVATE,B-TYPE
71,LIMITED,I-TYPE
71,COMPANY,I-TYPE
71,Company,O
71,Number,O
71,42120,B-NUM
71,The,O
71,Registrar,O
71,of,O
71,Companies,O
71,for,O
71,England,O
71,and,O
71,Wales,O
71,",",O
71,hereby,O
71,centifies,O
71,that,O
71,D,B-ORG
71,&,I-ORG
71,A,I-ORG
71,C,I-ORG
71,RAIL,I-ORG
71,LIMITED,I-ORG
71,is,O
71,this,O
71,day,O
71,incorporated,O
71,under,O
71,the,O
71,Companies,O
71,Act,O
71,2006,O
71,as,O
71,a,O
71,private,O
71,company,O
71,", ",O
71,that,O
71,the,O
71,company,O
71,is,O
71,limited,O
71,by,O
71, shares,O
71,", ",O
71,and,O
71,the,O
71,situation,O
71,of,O
71,its,O
71,registered,O
71,office,O
71,is,O
71,in,O
71,England,O
71,and,O
71,Wales,O
71,.,O
71,Given,O
71,at,O
71,Companies,O
71,House,O
71,", ",O
71,Cardiff,O
71,", ",O
71,on,O
71,29th,B-DATE
71,January,I-DATE
71,2013,I-DATE
71,The,O
71,above,O
71,information,O
71,wav,O
71,communicated,O
71,by,O
71,electnvnic,O
71,means,O
71,and,O
71,authenticated,O
71,by,O
71,the,O
71,Hegistrar,O
71,of,O
71,Companies,O
71,under,O
71,section,O
71,1115,O
71,of,O
71,the,O
71,Companies,O
71,Act,O
71,2006,O
71,AND,O
71,Companies,O
71,House,O
71,THE,O
71,OFFICIAL,O
71,SEAL,O
71,OF,O
71,THE,O
71,REGISTRAR,O
71,OF,O
71,COMPANIES,O
72,CERTIFICATE,O
72,OF,O
72,INCORPORATION,O
72,OF,O
72,A,O
72,PRIVATE,B-TYPE
72,LIMITED,I-TYPE
72,COMPANY,I-TYPE
72,Company,O
72,Number,O
72,33120,B-NUM
72,The,O
72,Registrar,O
72,of,O
72,Companies,O
72,for,O
72,England,O
72,and,O
72,Wales,O
72,",",O
72,hereby,O
72,centifies,O
72,that,O
72,D.A.,B-ORG
72,&,I-ORG
72,L.A.,I-ORG
72,HOLWILL,I-ORG
72,LIMITED,I-ORG
72,is,O
72,this,O
72,day,O
72,incorporated,O
72,under,O
72,the,O
72,Companies,O
72,Act,O
72,2006,O
72,as,O
72,a,O
72,private,O
72,company,O
72,", ",O
72,that,O
72,the,O
72,company,O
72,is,O
72,limited,O
72,by,O
72, shares,O
72,", ",O
72,and,O
72,the,O
72,situation,O
72,of,O
72,its,O
72,registered,O
72,office,O
72,is,O
72,in,O
72,England,O
72,and,O
72,Wales,O
72,.,O
72,Given,O
72,at,O
72,Companies,O
72,House,O
72,", ",O
72,Cardiff,O
72,", ",O
72,on,O
72,27th,B-DATE
72,October,I-DATE
72,2003,I-DATE
72,The,O
72,above,O
72,information,O
72,wav,O
72,communicated,O
72,by,O
72,electnvnic,O
72,means,O
72,and,O
72,authenticated,O
72,by,O
72,the,O
72,Hegistrar,O
72,of,O
72,Companies,O
72,under,O
72,section,O
72,1115,O
72,of,O
72,the,O
72,Companies,O
72,Act,O
72,2006,O
72,AND,O
72,Companies,O
72,House,O
72,THE,O
72,OFFICIAL,O
72,SEAL,O
72,OF,O
72,THE,O
72,REGISTRAR,O
72,OF,O
72,COMPANIES,O
73,CERTIFICATE,O
73,OF,O
73,INCORPORATION,O
73,OF,O
73,A,O
73,PRIVATE,B-TYPE
73,LIMITED,I-TYPE
73,COMPANY,I-TYPE
73,Company,O
73,Number,O
73,43320,B-NUM
73,The,O
73,Registrar,O
73,of,O
73,Companies,O
73,for,O
73,England,O
73,and,O
73,Wales,O
73,",",O
73,hereby,O
73,centifies,O
73,that,O
73,DAN,B-ORG
73,MURCH-SEAGE,I-ORG
73,LTD,I-ORG
73,is,O
73,this,O
73,day,O
73,incorporated,O
73,under,O
73,the,O
73,Companies,O
73,Act,O
73,2006,O
73,as,O
73,a,O
73,private,O
73,company,O
73,", ",O
73,that,O
73,the,O
73,company,O
73,is,O
73,limited,O
73,by,O
73, shares,O
73,", ",O
73,and,O
73,the,O
73,situation,O
73,of,O
73,its,O
73,registered,O
73,office,O
73,is,O
73,in,O
73,England,O
73,and,O
73,Wales,O
73,.,O
73,Given,O
73,at,O
73,Companies,O
73,House,O
73,", ",O
73,Cardiff,O
73,", ",O
73,on,O
73,23rd,B-DATE
73,December,I-DATE
73,2011,I-DATE
73,The,O
73,above,O
73,information,O
73,wav,O
73,communicated,O
73,by,O
73,electnvnic,O
73,means,O
73,and,O
73,authenticated,O
73,by,O
73,the,O
73,Hegistrar,O
73,of,O
73,Companies,O
73,under,O
73,section,O
73,1115,O
73,of,O
73,the,O
73,Companies,O
73,Act,O
73,2006,O
73,AND,O
73,Companies,O
73,House,O
73,THE,O
73,OFFICIAL,O
73,SEAL,O
73,OF,O
73,THE,O
73,REGISTRAR,O
73,OF,O
73,COMPANIES,O
74,CERTIFICATE,O
74,OF,O
74,INCORPORATION,O
74,OF,O
74,A,O
74,PRIVATE,B-TYPE
74,LIMITED,I-TYPE
74,COMPANY,I-TYPE
74,Company,O
74,Number,O
74,61100,B-NUM
74,The,O
74,Registrar,O
74,of,O
74,Companies,O
74,for,O
74,England,O
74,and,O
74,Wales,O
74,",",O
74,hereby,O
74,centifies,O
74,that,O
74,DATACOM,B-ORG
74,CABLING,I-ORG
74,LTD,I-ORG
